,dbn,dbs,dsn,dss,dsst,dsal,dpo4,dchl,dfe
139,0.12768823,0.046807226,0.09412277,5.5569167e-11,5.0307484,0.00075531006,-1.0394797e-07,-0.121545136,-3.1523187e-10
140,0.12959361,0.04243624,0.09550323,5.594668e-11,5.327117,0.032981873,-2.8464342e-08,-0.12800965,-2.8532152e-10
141,0.101107076,0.050841335,0.09944932,4.735383e-11,5.344879,0.14767456,1.2929331e-07,-0.20724961,-2.4697988e-10
142,0.105667345,0.04473435,0.099341996,5.4141167e-11,5.7163644,0.15135193,1.5482976e-07,-0.11761716,-2.3564606e-10
143,0.04933933,0.045985304,0.09834206,4.3552884e-11,6.029192,0.08466339,4.6542596e-08,-0.10611251,-2.5720331e-10
144,-0.05352539,0.018936988,-0.0123577565,3.6497944e-11,6.6700697,0.04027176,-1.8776893e-07,-0.028535575,-3.4075873e-10
145,-0.05515425,0.01660414,-0.015307233,3.7569677e-11,6.516025,0.022083282,-2.113689e-07,-0.029651731,-3.528994e-10
146,-0.05628875,0.013426293,-0.018361732,3.7200326e-11,6.3230505,0.011375427,-2.0361927e-07,-0.032562077,-3.5819003e-10
147,-0.05251339,0.019361153,-0.018020377,4.1215878e-11,6.0098476,-0.006023407,-1.8422594e-07,-0.029020667,-3.5878178e-10
148,-0.05333005,0.015601523,-0.02065739,4.1930334e-11,5.8776655,-0.013019562,-1.8505614e-07,-0.031350136,-3.6053133e-10
149,-0.056180224,0.00070730597,-0.025125451,3.8864502e-11,5.826193,-0.0074157715,-1.802413e-07,-0.0394848,-3.5162184e-10
150,-0.035915874,0.033534735,-0.012110226,4.278168e-11,5.030588,-0.03977585,-1.1070395e-07,-0.031276435,-3.2537462e-10
151,-0.03908758,0.02460448,-0.013982214,4.311234e-11,5.518154,-0.023124695,-9.268746e-08,-0.027157903,-3.1050662e-10
152,-0.043940052,0.005957175,-0.018940493,3.92303e-11,5.679317,-0.017288208,-5.69095e-08,-0.025723398,-2.9291672e-10
153,-0.054656014,-0.0076399148,-0.023496568,4.3636622e-11,6.5295897,0.016727448,-1.3603409e-07,-0.03453517,-3.0188618e-10
154,-0.06215945,-0.013949908,-0.024961807,4.515987e-11,7.2144833,0.042613983,-2.0799115e-07,-0.042811662,-3.1193578e-10
155,-0.06905039,-0.023251228,-0.028072119,4.127878e-11,7.4261494,0.05135727,-2.3916886e-07,-0.048883468,-3.1377462e-10
156,-0.067573264,-0.011373602,-0.02448579,4.2088437e-11,7.500655,0.05124283,-2.889636e-07,-0.048963785,-3.2353187e-10
157,-0.06589909,-0.0043915026,-0.022422336,4.2041294e-11,7.3970184,0.043266296,-3.20855e-07,-0.049114913,-3.2966152e-10
158,-0.06391018,0.00090733916,-0.021243788,4.111178e-11,7.1454544,0.033252716,-3.2640298e-07,-0.047953278,-3.2917677e-10
159,-0.06415871,0.011271473,-0.01954291,4.288768e-11,7.073942,0.031734467,-3.625286e-07,-0.04763642,-3.3524705e-10
160,-0.061902687,0.018930722,-0.017498255,4.1833648e-11,6.907785,0.022880554,-3.55487e-07,-0.047193527,-3.3044978e-10
161,-0.0569446,0.021809906,-0.015705876,3.991698e-11,6.631981,0.05687332,-2.6533917e-07,-0.047169656,-3.0381328e-10
