Core,Coring device,Latitude,Longitude,Water depth (m),Ocean,Sample depth - upper (m),Sample depth - lower (m),calendar age estimate (cal ky BP),Chronostratigraphic quality (chronozone level),sedimentation rate (cm/ky),Laboratory,Instrument,Publication,added by (name),date of addition,Orbulina universa,Globigerinoides conglobatus,Globigerinoides ruber,Globoturborotalita tenella,Globigerinoides sacc,Sphaeroidinella dehiscens,Globigerinella adamsi,Globigerinella siphonifera,Globigerinella calida,Globigerina bulloides,Globigerina falconensis,Beela digitata,Globoturborotalita rubescens,Turborotalita quinqueloba,Neogloboquadrina pachyderma L,Neogloboquadrina pachyderma R,Neogloboquadrina dutertrei,Globoquadrina conglomerata,Globorotaloides hexagonus,Pulleniatina obliquiloculata,Globorotalia inflata,Globorotalia truncatulinoides,Globorotalia crassaformis,Globorotalia crassula,Globorotalia hirsuta,Globorotalia scitula,Dentagloborotalia anfracta,Globorotalia menardii flexuosa,Globorotalia menardii & Globorotalia tumida,Candeina nitida ,Globigerinita glutinata,Globorotalia theyeri,Tenuitella iota,Turborotalita humilis & Berggrenia pumilio,Globigerinita uvula,Other ID,Other UnID
GeoB5140-3,,-19.0517,-16.6133,-3660,South Atlantic,0.11,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,1.23,0.78,24.38,0.26,10.44,0.06,,1.43,0.84,6.1,3.31,0.06,21.86,0,0.52,0.91,0.26,0,0,0.19,5.77,3.44,1.3,,0,1.36,0.84,0.06,0.26,0.45,12.97,0,0,0.52,,0,
GeoB5140-3,,-19.0517,-16.6133,-3660,South Atlantic,0.12,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.37,0.48,29.13,0,7.72,0.04,,1.61,0.88,7.76,4.54,0,19.17,0.29,1.17,2.93,0.18,0,0,0.22,5.2,3.99,1.32,,0,1.02,1.17,0,0.07,0.18,9.22,0,0,0.88,,0.04,
V30-40,,-0.2,-23.15,-3706,South Atlantic,0.48,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0.3,0,20.5,0.3,14.6,0,,0.8,1.6,4,1.3,0,0.8,1.1,0,13.6,14.4,,,1.9,5.3,6.1,2.7,,0,0.5,,,0.5,0.3,8,,,0.3,0,,
V30-40,,-0.2,-23.15,-3706,South Atlantic,0.51,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0.9,0,14.8,0,14,0,,1.1,0.9,4.6,0.6,0.3,0,0.6,0,18.8,15.4,,,0.3,4.3,8.5,2.3,,0,0.3,,,0,0,9.1,,,0,0,,
V30-40,,-0.2,-23.15,-3706,South Atlantic,0.54,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0.2,0,18,0.5,6,0,,0.2,0.7,5.9,0.7,0,0.5,1,0.5,16.1,17.8,,,0.2,6.7,5.7,3,,0,0.5,,,0,0,12.1,,,0.2,0,,
V30-40,,-0.2,-23.15,-3706,South Atlantic,0.57,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,1,0,12,0.5,14.4,0,,0.8,0.8,6,0,0.3,0,0.8,0.5,11,19.4,,,0,6.5,11.5,3.9,,0,0.3,,,0,0,7.1,,,0,0,,
V30-40,,-0.2,-23.15,-3706,South Atlantic,0.6,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0.5,0,10.7,0.5,6.3,0,,0.3,1.1,8.2,0.3,0.5,0,0.5,0.3,19.8,19,,,0,4.4,8.5,6.6,,0,0,,,0,0.3,8.8,,,0,0,,
V30-40,,-0.2,-23.15,-3706,South Atlantic,0.63,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0.5,0,9.3,0,10.7,0,,1.1,1.6,4.9,0,0.3,0.3,1.4,0.5,15.3,25.5,,,0,6.3,10.7,3.3,,0,0,,,0,0,4.4,,,0,0,,
GIK16772-2,,-1.35,-11.9617,-3912,South Atlantic,0.3,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0.6,0,6.4,0,2.7,0,,3.1,0.3,8,0.3,0,1,0,0.3,2.5,23.6,,,0,36.2,3,3.6,,0,0,,,0,0,3.1,,,0,0,,
GIK16772-2,,-1.35,-11.9617,-3912,South Atlantic,0.4,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0.1,0,3,0,2.3,0,,1.4,0.1,6.6,0,0,0.6,0,0,5.9,22.9,,,0,25.8,3.6,8.8,,0,0.1,,,0,0,5.2,,,0,0,,
GIK16867-2,,-2.2017,5.1017,-3891,South Atlantic,0.55,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,3.7,0,21.7,0.3,4.4,0,,2.6,0.5,10.4,0,0,0.3,0.3,0.3,5.8,19.7,,,0.2,18,0,6.1,,0,0.5,,,0.7,0,2.8,,,0,0,,
GIK16867-2,,-2.2017,5.1017,-3891,South Atlantic,0.65,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,5.3,0,21.1,0,2,0,,2.5,0.2,16.3,0,0,0,0.3,0,4.2,10.8,,,0,22.8,0.2,8.2,,0.2,1.5,,,0.2,0,3.2,,,0,0,,
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.65,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,7.2,0,,0.3,5,1.7,0,0,0.6,0,0,0,0,,,0,0,0,0,,0.6,0,,,55.9,8.3,17.4,,,0,0,,
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.7,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0.3,0.8,39.9,1.5,26.3,0,,2.8,0.3,0.3,0,0,1.3,0,0,0,4.9,,,0,1.8,5.4,0.3,,0,0,,,0,0,14.2,,,0,0,,
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.7,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0.2,5.4,0,,0,2.5,0.8,0.6,0,0.2,0,0,0,0,,,0,0,0,0,,0.2,0.4,,,63,8.2,15.1,,,0.2,0,,
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.76,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0.2,0,0,0,3.8,0,,0,4.5,2.1,0.7,0,0.5,0,0,0,0,,,0,0,0,0,,0.5,0.2,,,60,5.6,16.5,,,0,0,,
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0.4,0.2,27,1.6,12.2,0,,1.2,1,0,0.6,0,11.2,0,0,0,5.9,,,0,1.8,4.3,0.2,,0,1,,,0,0.2,30.1,,,0.2,0,,
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,5.7,0,,0.2,4.2,2.3,0.8,0,0.6,0.2,0,0,0.2,,,0,0,0,0,,0.2,0.4,,,61,6.3,13.4,,,0.8,0,,
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.85,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0.2,0,3,0.4,,0,4.7,1.5,1.9,0,0.4,0.2,0,0,0.2,,,0,0,0,0,,0.2,0.2,,,60.2,4.5,14.3,,,0.2,0,,
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.5,,,,,,,,,,0.3,0.3,29.3,0,11.4,0,0,0.3,1.3,3.6,1.3,0.3,0,0,0,1.3,20.5,0,0,0,0,12.4,2.6,0,0,0,0,0,0,0.7,8.5,0,0,0,0,,
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.52,,,,,,,,,,0,0.3,33.1,0,12,0,0,1.4,0.9,4,0.9,0,0.3,0.3,0,0,14.9,0,0,0.3,2.6,11.1,1.7,0,0,0,0,0,0,0,12,0,0,0,0,,
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.55,,,,,,,,,,0.3,0.9,29.8,0.6,12.5,0,0,0.9,0.9,2.5,0.6,0.3,0.3,0,0,0,20.4,0,0,0.3,1.3,7.2,3.8,0,0,0,0,0,0,0,12.5,0,0,0,0,,
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.57,,,,,,,,,,0,0,30.3,0.7,15.2,0,0,0.3,1,3.3,0,0.3,0.3,0,0.3,1.7,18.9,0,0,0.3,1.7,5.6,3.7,0,0,0,0,0,0,0,13.3,0,0,0,0,,
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.6,,,,,,,,,,0,0.6,29.2,0.3,15.2,0,0,1.9,0.6,0.9,0.9,0,1.2,0,0,1.9,18.9,0,0,0,1.2,7.1,2.5,0,0,0,0,0,0,0,12.4,0,0,0,0,,
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.62,,,,,,,,,,0.7,0.3,32.3,0.3,10.3,0,0,1.3,0,3.7,0,0.3,0.7,0.3,0.3,1.7,17.6,0,0,0,1.3,9.3,2.7,0,0,1,0,0,0.7,0,12,0,0,0,0,,
RC24-16,,-5.038,-10.19,-3543,South Atlantic,0.66,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,3.3,0,9.3,0.3,10.2,0,,1.3,2.1,14.1,4.4,0,0,0,0.5,2.6,18.5,,,0,19.7,0.8,4.1,,0,0,,,0,0,3.1,,,0,0,,
RC24-16,,-5.038,-10.19,-3543,South Atlantic,0.69,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,4,0.3,16.3,0,7.4,0,,2.3,1.1,11.7,2.3,0,0.6,0,0,2,18.6,,,0.6,19.7,0.6,4,,0,0.3,,,0,0,2.9,,,0,0,,
RC24-16,,-5.038,-10.19,-3543,South Atlantic,0.72,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,2.6,0.3,9.3,0,7.5,0,,1.8,1.3,10.9,3.6,0.3,0,0,0,2.6,20.3,,,0.3,22.1,1,3.6,,0,0.5,,,0.3,0,4.4,,,0,0,,
RC24-16,,-5.038,-10.19,-3543,South Atlantic,0.75,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,5.4,0.3,11.8,0,10.9,0,,3.1,0.8,7.7,3.6,0.3,0,0,0.5,3.1,17.1,,,0.3,20.4,1.3,4.3,,0,0,,,0,0,3.6,,,0,0,,
RC24-16,,-5.038,-10.19,-3543,South Atlantic,0.78,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,2.7,0,16.4,0,11.5,0,,1.6,1.1,4.9,0.8,0,0,0.3,0.3,1.9,22.3,,,0.3,21,1.4,1.6,,0,0,,,0.5,0,4.4,,,0,0,,
V22-174,,-10.07,-12.82,-2630,South Atlantic,0.55,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,1.1,0,20.7,1.7,9.8,0,,4.6,0.6,1.1,8.3,0.3,8,0,0,0.3,6.9,,,0,7.2,8.3,2,,0,1.4,,,0,0.6,6.9,,,0,0,,
V22-174,,-10.07,-12.82,-2630,South Atlantic,0.57,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0.8,0,26.8,1.7,9.5,0,,4.2,1.1,3.6,4.7,0.6,6.1,0,0,0.6,9.2,,,0.3,7.8,5,1.9,,0,1.7,,,0,0,7.5,,,0.3,0,,
V22-174,,-10.07,-12.82,-2630,South Atlantic,0.6,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0.8,0,23.3,0.8,10.2,0,,4.8,1.1,4,5.9,0.3,3.4,0,0,0.8,11,,,0,9.3,4.5,3.1,,0,1.7,,,0.3,0.6,7.6,,,0,0,,
V22-174,,-10.07,-12.82,-2630,South Atlantic,0.6,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0.8,2.5,22.6,1.6,8.7,0,,4.3,2.1,10.7,2.5,0.8,2.7,0,0.2,6,8.7,,,0,7,4.6,2.1,,0,1.2,,,0.4,0,8.9,,,0.2,0,,
RC13-228,,-22.33,11.198,-3204,South Atlantic,1.1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0.6,0,0,0,0,0,,0,1.6,15.5,0,0,0,7.1,23.9,23,0,,,0,3.6,0,0,,0,0.3,,,0,0,0.3,,,0,0,,
RC13-228,,-22.33,11.198,-3204,South Atlantic,1.15,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,3,0.3,0.6,0,,0.3,1,21,0,0.3,0,2.6,10.2,15.4,0,,,0,19,0.3,0,,0,0,,,0,0,3.3,,,0,0,,
RC13-228,,-22.33,11.198,-3204,South Atlantic,1.2,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0.6,0,1.8,0,0,0,,0,0.9,20.8,0.3,0,0,2.3,16.4,22.8,0,,,0,9.6,0,0,,0.6,0,,,0,0,3.2,,,0,0,,
RC13-228,,-22.33,11.198,-3204,South Atlantic,1.25,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0.3,0,1.9,0,0,0,,0,0,20.6,0.3,0,0,6.8,20.9,17,0.3,,,0,7.1,0,0,,0,0,,,0,0,2.3,,,0,0,,
RC13-228,,-22.33,11.198,-3204,South Atlantic,1.3,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0.3,0,1.6,0,0,0,,0,0,13.8,0,0,0,1,15.5,35.5,0,,,0,4.6,0.3,0,,0,0,,,0,0,3,,,0,0,,
RC13-228,,-22.33,11.198,-3204,South Atlantic,1.35,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,1.2,0,0,0,,0,0,12.4,0,0,0,0.5,33,24.8,0,,,0,1.9,0,0,,0,0.2,,,0,0,1.7,,,0,0,,
RC13-229,,-25.49,11.307,-4191,South Atlantic,0.52,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,1.9,0,0.4,0,,0.2,0.1,2.9,0,0.1,0,0,2.5,69.4,0,,,0,21.1,0.6,0,,0.5,0,,,0,0,0,,,0,0,,
RC13-229,,-25.49,11.307,-4191,South Atlantic,0.55,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0.4,0,2.1,0,0,0,,0.5,0,10.6,0,0.1,0,0.2,0.9,66.8,0.5,,,0.1,13.8,1,0,,0.7,0.1,,,0,0,1,,,0,0,,
RC13-229,,-25.49,11.307,-4191,South Atlantic,0.58,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0.6,0,0.8,0,,0.3,0,7.1,0,0,0,0.5,1.6,77,1.8,,,0,6.3,1,0,,0.5,0,,,0,0,1.3,,,0,0,,
RC13-229,,-25.49,11.307,-4191,South Atlantic,0.6,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0.2,0,10.5,0.2,0,0,0.9,3.6,70.3,0.9,,,0,9.4,0.7,0,,1.1,0,,,0,0,0.7,,,0,0,,
RC11-86,,-35.78,18.45,-2829,South Atlantic,0.4,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0.7,0.3,0,0,0,0,,0,2.8,11.9,0.7,0.3,0,1,1,36,0.7,,,0,13.6,0.7,0,,0,0,,,0,0,3.1,,,0,0,,
RC11-86,,-35.78,18.45,-2829,South Atlantic,0.5,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0.7,0,0,0,0,0,,0.7,1.7,12.2,0.3,0,0.7,0.3,1.7,37.6,3.7,,,0.3,15.6,1,1.4,,0.7,0.7,,,0,0,2.7,,,0.3,0,,
RC12-294,,-37.27,-10.1,-3308,South Atlantic,0.4,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0.8,0,0,0,,0,0,35.4,0.8,0,0,9.8,5.3,20.1,0.3,,,0,10,4.7,0,,0,0.3,,,0,0,4.7,,,0,0,,
RC12-294,,-37.27,-10.1,-3308,South Atlantic,0.45,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0.3,0,0,0,,0,0,40.5,0.3,0,0,9.3,3.9,14.1,0,,,0,12.9,3.9,0,,0.3,0.3,,,0,0,5.4,,,0,0,,
RC12-294,,-37.27,-10.1,-3308,South Atlantic,0.46,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0.4,0,0,0,,0,0,36.4,0.2,0,0,3.9,8.3,33.5,0,,,0,10.8,1.5,0.3,,1.2,0.2,,,0,0,3.2,,,0,0,,
RC12-294,,-37.27,-10.1,-3308,South Atlantic,0.48,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0.1,0,0,0,,0,0,32.7,0.1,0,0,3.2,5,40.7,0,,,0,10.5,3.2,0.1,,0,0.3,,,0,0,3.8,,,0.1,0,,
RC12-294,,-37.27,-10.1,-3308,South Atlantic,0.5,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0.6,0,0,0,,0,0,35.8,2.9,0,0,7,3.2,21.5,0,,,0,13.4,5.5,0,,0.9,0.3,,,0,0,3.2,,,0,0,,
RC12-294,,-37.27,-10.1,-3308,South Atlantic,0.53,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0.2,0,0.5,0,0,0,,0,0,34.7,0.2,0,0,3.9,9.5,31.7,0.1,,,0,12.8,1.4,0.3,,0.2,0,,,0,0,4,,,0,0.1,,
RC12-294,,-37.27,-10.1,-3308,South Atlantic,0.55,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0.3,0,0,0,,0,0,41.7,0.3,0,0,10.4,3,17.3,0.3,,,0,14.3,1.2,0.6,,0.3,0,,,0,0,6.5,,,0,0,,
RC12-267,,-38.68,-25.78,-4144,South Atlantic,0.73,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0.2,0,0,0,,0,0,3.3,0.2,0,0,0.9,12.6,30.8,0,,,0,35,10.6,1.2,,2.4,0,,,0,0,2.9,,,0,0,,
